ai_software_revenue_in_billions_zscore,ai_software_revenue_in_billions_cumulative_growth,ai_software_revenue_in_billions_upper_band,ai_software_revenue_in_billions_ma_2,ai_software_revenue_in_billions_ma_5,ai_software_revenue_in_billions_ma_3,ai_software_revenue_in_billions_lag_2,ai_software_revenue_in_billions_lag_1,ai_software_revenue_in_billions_diff_lag_2,ai_software_revenue_in_billions_std_3,ai_software_revenue_in_billions_volatility,ai_software_revenue_in_billions_diff_lag_3,ai_software_revenue_in_billions_lag_3,organizations_using_ai_ma_3,ai_software_revenue_in_billions_lower_band,year
0.0,0.0,0.4350291579052472,0.3944308937152205,0.4563778333401647,0.41605525269500343,0.39409379793995186,0.38661741532100924,0.47247670503484446,0.47123002841500927,0.47123002841500927,0.4808646917534028,0.4033033762448385,0.47560975609756095,0.35528535234946207,2018
0.03960310612597062,0.03960310612597065,0.4350291579052472,0.0,0.4563778333401647,0.41605525269500343,0.39409379793995186,0.0,0.47247670503484446,0.47123002841500927,0.47123002841500927,0.4808646917534028,0.4033033762448385,0.47560975609756095,0.35528535234946207,2019
0.10776531492666092,0.10776531492666092,0.0,0.06384827727226258,0.4563778333401647,0.0,0.0,0.05444194045783418,0.0,0.0,0.0,0.4808646917534028,0.4033033762448385,0.0,0.0,2020
0.21371872303710093,0.2137187230371009,0.1287575715521512,0.16700746344954503,0.4563778333401647,0.1015288765012092,0.07544378698224852,0.14814375518918277,0.1806436457599248,0.18070799782269015,0.18070799782269015,0.0,0.0,0.17073170731707288,0.014320414856130836,2021
0.3552200172562554,0.35522001725625535,0.2952315160952872,0.31361823944381967,0.0,0.25146534409968435,0.2052925706771861,0.2937967026450006,0.3803147756636129,0.37873427989456165,0.37873427989456165,0.23638911128903145,0.1114889482632985,0.36585365853658525,0.11129041009386322,2022
0.5249352890422778,0.5249352890422777,0.48448602769035676,0.4980063388201615,0.2493749231462884,0.4496454482108455,0.40713346482577245,0.4883169256315977,0.5539112050739958,0.5509593916208322,0.5509593916208322,0.4719775820656526,0.3033762448384746,0.5609756097560972,0.33805753209710043,2023
0.7274374460742019,0.7274374460742018,0.7016998320936874,0.7185359370207545,0.5761364102143707,0.6936918473582817,0.6766929651545037,0.7216225833234491,0.7199906037115338,0.7169785011519718,0.7169785011519718,0.69595676541233,0.6016516881224191,0.7560975609756095,0.6680437570496777,2024
1.0,0.9999999999999999,1.0000000000000002,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,2025
